Award ID,Agency,Office,Recipient,NAICS,Total Value,Start Date,Expiration
N0060421D4004,Department of Defense,NAVSUP FLT LOG CTR PEARL HARBOR,"WINDWARD MOVING & STORAGE COMPANY, INC.",484210 - USED HOUSEHOLD AND OFFICE GOODS MOVING,"$2,399,270.00 ",2/1/2021,12/31/2025
HDEC0421A0001,Department of Defense,DEFENSE COMMISSARY AGENCY,"GOVERNMENT SALES, LLC",325998 - ALL OTHER MISCELLANEOUS CHEMICAL PRODUCT AND PREPARATION MANUFACTURING,"$2,391,419.14 ",12/15/2020,12/14/2025
HDEC0421A0003,Department of Defense,DEFENSE COMMISSARY AGENCY,PUEBLO HOTEL SUPPLY CO,"339994 - BROOM, BRUSH, AND MOP MANUFACTURING","$2,391,419.14 ",12/15/2020,12/14/2025
HDEC0421A0002,Department of Defense,DEFENSE COMMISSARY AGENCY,MOBILE FIXTURE & EQUIPMENT CO INC,312112 - BOTTLED WATER MANUFACTURING,"$2,391,419.14 ",12/15/2020,12/14/2025
36C24621D0003,Department of Veterans Affairs,246-NETWORK CONTRACTING OFFICE 6 (36C246),PINEVILLE HEALTHCARE LLC,623110 - NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),"$2,340,000.00 ",12/15/2020,12/14/2025
36C26023D0144,Department of Veterans Affairs,260-NETWORK CONTRACT OFFICE 20 (36C260),"MARQUIS COMPANIES II, INC",623110 - NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),"$2,300,000.00 ",9/18/2023,12/31/2025
36C24525D0026,Department of Veterans Affairs,245-NETWORK CONTRACT OFFICE 5 (36C245),HOWDS HILL LLC,485991 - SPECIAL NEEDS TRANSPORTATION,"$2,291,675.00 ",1/1/2025,12/31/2025
36C24225A0041,Department of Veterans Affairs,242-NETWORK CONTRACT OFFICE 02 (36C242),LABORATORY CORPORATION OF AMERICA,621511 - MEDICAL LABORATORIES,"$2,252,584.00 ",7/1/2025,12/31/2025
SPE60120D1514,Department of Defense,DLA ENERGY AEROSPACE ENRGY-DLAE-M,AIRGAS USA LLC,325120 - INDUSTRIAL GAS MANUFACTURING,"$2,221,297.50 ",7/24/2020,12/31/2025
36C24525D0027,Department of Veterans Affairs,245-NETWORK CONTRACT OFFICE 5 (36C245),DEGRAFT SYSTEMS LLC,485991 - SPECIAL NEEDS TRANSPORTATION,"$2,221,226.75 ",1/1/2025,12/31/2025
36C24520D0082,Department of Veterans Affairs,245-NETWORK CONTRACT OFFICE 5 (36C245),161 BAKERS RIDGE ROAD OPERATIONS LLC,623110 - NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),"$2,192,902.55 ",7/1/2020,12/31/2025
36F79721D0062,Department of Veterans Affairs,NAC FEDERAL SUPPLY SCHEDULE (36F797),LOCUM INC,561320 - TEMPORARY HELP SERVICES,"$2,114,578.00 ",12/15/2020,12/14/2025
36C25024D5411,Department of Veterans Affairs,250-NETWORK CONTRACT OFFICE 10 (36C250),"OHIO AMBULANCE SOLUTIONS, LLC",621910 - AMBULANCE SERVICES,"$2,103,040.00 ",9/1/2024,12/31/2025
36C25922D0005,Department of Veterans Affairs,NETWORK CONTRACT OFFICE 19 (36C259),SERENITY OUTREACH RECOVERY COMMUNITY INC.,623220 - RESIDENTIAL MENTAL HEALTH AND SUBSTANCE ABUSE FACILITIES,"$2,078,262.50 ",1/1/2022,12/31/2025
70Z03821DL0000003,Department of Homeland Security,AVIATION LOGISTICS CENTER (ALC)(00038),GENERAL ELECTRIC COMPANY,541330 - ENGINEERING SERVICES,"$2,038,764.00 ",1/1/2021,12/31/2025
N6426721D0052,Department of Defense,NAVAL SURFACE WARFARE CENTER,"THE MODAL SHOP, INC.","334513 - INSTRUMENTS AND RELATED PRODUCTS MANUFACTURING FOR MEASURING, DISPLAYING, AND CONTROLLING INDUSTRIAL PROCESS VARIABLES","$2,018,750.00 ",12/23/2020,12/22/2025
36C25521D0008,Department of Veterans Affairs,255-NETWORK CONTRACT OFFICE 15 (36C255),"DIALYSIS CLINIC, INC.",621492 - KIDNEY DIALYSIS CENTERS,"$2,014,499.47 ",1/1/2021,12/31/2025
W56HZV23D0020,Department of Defense,W6QK ACC- DTA,"H-S PRECISION, INC","332994 - SMALL ARMS, ORDNANCE, AND ORDNANCE ACCESSORIES MANUFACTURING","$2,013,650.00 ",1/19/2023,12/14/2025
SPE4A721D0068,Department of Defense,DLA AVIATION,KAMPI COMPONENTS CO INC,336412 - AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,"$2,000,000.00 ",12/14/2020,12/13/2025
FA875121D0001,Department of Defense,FA8751  AFRL RIKO,"THE MATHWORKS, INC.",511210 - SOFTWARE PUBLISHERS,"$2,000,000.00 ",12/29/2020,12/30/2025
FA542222A0001,Department of Defense,FA5422  435 AEW CONS,MISCELLANEOUS FOREIGN AWARDEES,532112 - PASSENGER CAR LEASING,"$2,000,000.00 ",12/21/2021,12/19/2025
FA542222A0006,Department of Defense,FA5422  435 AEW CONS,MISCELLANEOUS FOREIGN AWARDEES,532112 - PASSENGER CAR LEASING,"$2,000,000.00 ",5/5/2022,12/19/2025
N0016420A0007,Department of Defense,NSWC CRANE,SOUTHERN INDIANA SCALE CO INC,811219 - OTHER ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE,"$2,000,000.00 ",8/3/2020,12/31/2025
36C25721A0013,Department of Veterans Affairs,257-NETWORK CONTRACT OFFICE 17 (36C257),QUEST DIAGNOSTICS INCORPORATED,621511 - MEDICAL LABORATORIES,"$2,000,000.00 ",1/1/2021,12/31/2025
SPE4A721D0070,Department of Defense,DLA AVIATION,"PACIFIC SKY SUPPLY, INC.",336412 - AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,"$2,000,000.00 ",12/17/2020,12/16/2025
W9124820A0006,Department of Defense,W6QM MICC-FT CAMPBELL,GRAYSON COUNTY SHERIFF,922140 - CORRECTIONAL INSTITUTIONS,"$2,000,000.00 ",1/1/2020,12/31/2025
36C24921G0007,Department of Veterans Affairs,249-NETWORK CONTRACT OFFICE 9 (36C249),"PROGRESSIVE ELDERCARE SERVICES, INC",623110 - NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),"$2,000,000.00 ",1/1/2021,12/31/2025
N0016422A0007,Department of Defense,NSWC CRANE,SOURCE DETECTION SYSTEMS LLC,811219 - OTHER ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE,"$2,000,000.00 ",9/29/2022,12/31/2025
W912PL23D0001,Department of Defense,W075 ENDIST LOS ANGELES,HILO 8A JV LLC,236220 - COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,"$2,000,000.00 ",12/15/2022,12/14/2025
36C77020D0015,Department of Veterans Affairs,NATIONAL CMOP OFFICE (36C770),"SPUR DESIGN, LLC",541310 - ARCHITECTURAL SERVICES,"$2,000,000.00 ",7/17/2020,12/31/2025
N0016420A0009,Department of Defense,NSWC CRANE,"TEKTRONIX, INC.",811219 - OTHER ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE,"$2,000,000.00 ",8/3/2020,12/31/2025
FA461021D0001,Department of Defense,FA4610  30 CONS PK,DIVERSE PEST MANAGEMENT,561710 - EXTERMINATING AND PEST CONTROL SERVICES,"$2,000,000.00 ",12/18/2020,12/20/2025
N0016420A0005,Department of Defense,NSWC CRANE,"PCB PIEZOTRONICS OF NORTH CAROLINA, INC.",811219 - OTHER ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE,"$2,000,000.00 ",8/3/2020,12/31/2025
N0016422A0009,Department of Defense,NSWC CRANE,"MICRO PRECISION CALIBRATION, INC",811219 - OTHER ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE,"$2,000,000.00 ",9/29/2022,12/31/2025
SPE4A721D0077,Department of Defense,DLA AVIATION,"THE HANDY TOOL & MFG. CO., INC",336413 - OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,"$1,999,999.99 ",12/29/2020,12/28/2025
SPE4A722D0005,Department of Defense,DLA AVIATION,"MARATHONNORCO AEROSPACE, INC.",336413 - OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,"$1,999,999.99 ",10/8/2021,12/31/2025
SPE4A721D0064,Department of Defense,DLA AVIATION,T & T FABRICATION LLC,333611 - TURBINE AND TURBINE GENERATOR SET UNITS MANUFACTURING,"$1,999,999.99 ",12/14/2020,12/13/2025
SPE4A721D0059,Department of Defense,DLA AVIATION,H & R PARTS CO INC,336413 - OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,"$1,999,999.99 ",12/15/2020,12/14/2025
SPE4A721D0076,Department of Defense,DLA AVIATION,"GLOBE ENGINEERING CO., INC",336413 - OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,"$1,999,999.99 ",12/21/2020,12/20/2025
6973GH21D00003,Department of Transportation,6973GH FRANCHISE ACQUISITION SVCS,"EPIC AVIATION, LLC",454310 - FUEL DEALERS,"$1,999,692.20 ",10/23/2020,12/15/2025
N0016423DWQ91,Department of Defense,NSWC CRANE,"PLANAR MONOLITHICS INDUSTRIES, INC.",334220 - RADIO AND TELEVISION BROADCASTING AND WIRELESS COMMUNICATIONS EQUIPMENT MANUFACTURING,"$1,923,726.00 ",12/15/2022,12/14/2025
SPE7L321D0005,Department of Defense,DLA LAND AND MARITIME,FN AMERICA LLC,"332994 - SMALL ARMS, ORDNANCE, AND ORDNANCE ACCESSORIES MANUFACTURING","$1,899,370.58 ",12/21/2020,12/20/2025
SPE7LX22D0052,Department of Defense,DLA LAND AND MARITIME,HUXHOLD ENTERPRISES LLC,336350 - MOTOR VEHICLE TRANSMISSION AND POWER TRAIN PARTS MANUFACTURING,"$1,854,731.60 ",12/15/2021,12/14/2025
W912PF21D0001,Department of Defense,0414 AQ HQ     CONTRACT AUG,CASARA & BOSIO S R L,238320 - PAINTING AND WALL COVERING CONTRACTORS,"$1,836,459.17 ",12/15/2020,12/14/2025
SPE7MX24D0007,Department of Defense,DLA LAND AND MARITIME,TRIMAN INDUSTRIES INC,334111 - ELECTRONIC COMPUTER MANUFACTURING,"$1,834,811.48 ",12/19/2023,12/18/2025
36C26121D0042,Department of Veterans Affairs,261-NETWORK CONTRACT OFFICE 21 (36C261),"WILLOW CREEK POST ACUTE, LLC",623110 - NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),"$1,813,228.75 ",1/1/2021,12/31/2025
36C24923D0012,Department of Veterans Affairs,249-NETWORK CONTRACT OFFICE 9 (36C249),UNIVERSITY OF LOUISVILLE,"611310 - COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS","$1,802,125.16 ",1/1/2023,12/31/2025
FA558721D0002,Department of Defense,FA5587  48 CONS (ADMIN ONLY NO REQ),INGOT VENTILATION SERVICES LIMITED,561790 - OTHER SERVICES TO BUILDINGS AND DWELLINGS,"$1,798,300.91 ",12/15/2020,12/14/2025
36C24224D0017,Department of Veterans Affairs,242-NETWORK CONTRACT OFFICE 02 (36C242),"EAGLE STAR HOUSING, INC.",624221 - TEMPORARY SHELTERS,"$1,797,410.00 ",1/1/2024,12/31/2025
6973GH23D00007,Department of Transportation,6973GH FRANCHISE ACQUISITION SVCS,SYSTEMS ATLANTA INC,541511 - CUSTOM COMPUTER PROGRAMMING SERVICES,"$1,765,788.00 ",11/3/2022,12/19/2025
75N98022D00008,Department of Health and Human Services,NATIONAL INSTITUTES OF HEALTH OLAO,"FEEA CHILDCARE SERVICES, INC.",541611 - ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,"$1,760,000.00 ",1/1/2022,12/31/2025
36C24822D0002,Department of Veterans Affairs,248-NETWORK CONTRACT OFFICE 8 (36C248),TERRACES NURSING AND REHAB LLC,623110 - NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),"$1,750,000.00 ",12/15/2021,12/14/2025
140R3021D0002,Department of the Interior,LOWER COLORADO REGIONAL OFFICE,"RIVER BOTTOM FARMS, INC","115112 - SOIL PREPARATION, PLANTING, AND CULTIVATING","$1,700,000.00 ",1/1/2021,12/31/2025
36C26321D0010,Department of Veterans Affairs,NETWORK CONTRACT OFFICE 23 (36C263),HENNEPIN HEALTHCARE SYSTEM INC,621511 - MEDICAL LABORATORIES,"$1,693,912.85 ",1/1/2021,12/31/2025
SPE4A623D0042,Department of Defense,DLA AVIATION,"PAR DEFENSE INDUSTRIES, LLC",335999 - ALL OTHER MISCELLANEOUS ELECTRICAL EQUIPMENT AND COMPONENT MANUFACTURING,"$1,682,532.00 ",12/21/2022,12/20/2025
SPE7LX21D5010,Department of Defense,DLA LAND AND MARITIME,"CORNET TECHNOLOGY, INC.",335999 - ALL OTHER MISCELLANEOUS ELECTRICAL EQUIPMENT AND COMPONENT MANUFACTURING,"$1,647,881.30 ",12/17/2020,12/16/2025
36C25925D0024,Department of Veterans Affairs,NETWORK CONTRACT OFFICE 19 (36C259),"CRASSOCIATES, INC.",621498 - ALL OTHER OUTPATIENT CARE CENTERS,"$1,628,748.00 ",3/1/2025,12/31/2025
36C26325D0025,Department of Veterans Affairs,NETWORK CONTRACT OFFICE 23 (36C263),"STG INTERNATIONAL, INC.",621498 - ALL OTHER OUTPATIENT CARE CENTERS,"$1,624,471.20 ",1/1/2025,12/31/2025
W91QVN21D0026,Department of Defense,0906 AQ CO     CONTRACTING BAT,S & P LOGISTICS,"484110 - GENERAL FREIGHT TRUCKING, LOCAL","$1,614,943.58 ",1/1/2021,12/31/2025
SPE4A621D0040,Department of Defense,DLA AVIATION,SUN DISPLAY SYSTEMS LLC,334519 - OTHER MEASURING AND CONTROLLING DEVICE MANUFACTURING,"$1,608,171.84 ",12/16/2020,12/15/2025
36C25924D0069,Department of Veterans Affairs,NETWORK CONTRACT OFFICE 19 (36C259),VETMED GROUP LLC,621512 - DIAGNOSTIC IMAGING CENTERS,"$1,607,250.00 ",7/3/2024,12/31/2025
W91QVN21D0025,Department of Defense,0906 AQ CO     DET B CONTRACTI,"KC ELEVATOR CO.,LTD",488991 - PACKING AND CRATING,"$1,604,605.71 ",12/14/2020,12/31/2025
75F40118D10146,Department of Health and Human Services,FDA OFFICE OF ACQ  GRANT SVCS,BRIGHAM & WOMENS HOSPITAL INC,"518210 - COMPUTING INFRASTRUCTURE PROVIDERS, DATA PROCESSING, WEB HOSTING, AND RELATED SERVICES","$1,604,165.00 ",9/27/2018,12/31/2025
FA811721D0013,Department of Defense,FA8117  AFSC PZABA,"SYMETRICS INDUSTRIES, LLC",336413 - OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,"$1,603,971.00 ",12/18/2020,12/17/2025
SPE7MX21D0037,Department of Defense,DLA LAND AND MARITIME,"RUDY III, ERNEST",331210 - IRON AND STEEL PIPE AND TUBE MANUFACTURING FROM PURCHASED STEEL,"$1,591,495.20 ",12/22/2020,12/21/2025
36C26021D0004,Department of Veterans Affairs,260-NETWORK CONTRACT OFFICE 20 (36C260),UNIVERSITY OF WASHINGTON,"611310 - COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS","$1,588,269.20 ",1/1/2021,12/31/2025
W9127820D0062,Department of Defense,US ARMY ENGINEER DISTRICT MOBILE,WORKCARE INC,621111 - OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),"$1,580,000.00 ",8/28/2020,12/30/2025
36C26020D0007,Department of Veterans Affairs,260-NETWORK CONTRACT OFFICE 20 (36C260),DAVITA INC.,621492 - KIDNEY DIALYSIS CENTERS,"$1,578,751.32 ",6/1/2020,12/31/2025
36F79719D0188,Department of Veterans Affairs,NAC FEDERAL SUPPLY SCHEDULE (36F797),"HEALTH-CARE EQUIPMENT & PARTS COMPANY, INC.",334510 - ELECTROMEDICAL AND ELECTROTHERAPEUTIC APPARATUS MANUFACTURING,"$1,540,000.00 ",7/15/2019,12/31/2025
36C24421A0010,Department of Veterans Affairs,244-NETWORK CONTRACT OFFICE 4 (36C244),"PESTMASTER SERVICES, L.P.",561710 - EXTERMINATING AND PEST CONTROL SERVICES,"$1,513,512.00 ",12/21/2020,12/20/2025
SPE4A621D0052,Department of Defense,DLA AVIATION,"L.C.DOANE COMPANY,THE",335121 - RESIDENTIAL ELECTRIC LIGHTING FIXTURE MANUFACTURING,"$1,512,122.66 ",12/16/2020,12/15/2025
SPE7L521D5000,Department of Defense,DLA LAND AND MARITIME,R & M GOVERNMENT SERVICES INC,335999 - ALL OTHER MISCELLANEOUS ELECTRICAL EQUIPMENT AND COMPONENT MANUFACTURING,"$1,503,075.00 ",12/29/2020,12/28/2025
36F79721D0052,Department of Veterans Affairs,NAC FEDERAL SUPPLY SCHEDULE (36F797),"BIOSKIN, LLC",339113 - SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,"$1,500,000.00 ",1/1/2021,12/31/2025
FA468621A0001,Department of Defense,FA4686 9 CONS PK,DOMBROWSKI JR ARTHUR,484210 - USED HOUSEHOLD AND OFFICE GOODS MOVING,"$1,500,000.00 ",12/17/2020,12/16/2025
SPE7L521D0002,Department of Defense,DLA LAND AND MARITIME,AERO-TEL WIRE HARNESS CORP,"336992 - MILITARY ARMORED VEHICLE, TANK, AND TANK COMPONENT MANUFACTURING","$1,471,320.00 ",12/30/2020,12/29/2025
36C78621D0054,Department of Veterans Affairs,NATIONAL CEMETERY ADMIN (36C786),THE SEVERSON GROUP LLC,561720 - JANITORIAL SERVICES,"$1,456,232.00 ",1/1/2021,12/31/2025
36C10G24D0045,Department of Veterans Affairs,STRATEGIC ACQUISITION CENTER FREDERICKSBURG (36C10G),BAUSCH & LOMB INCORPORATED,339113 - SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,"$1,432,945.82 ",12/21/2023,12/20/2025
36E79721D0051,Department of Veterans Affairs,NAC PHARMACEUTICALS (36E797),XLCARE PHARMACEUTICALS INC,325412 - PHARMACEUTICAL PREPARATION MANUFACTURING,"$1,423,620.00 ",12/23/2021,12/22/2025
V797D50469,Department of Veterans Affairs,NAC FEDERAL SUPPLY SCHEDULE (36F797),"WHITE STONE HEALTHCARE RESOURCES, LLC",561320 - TEMPORARY HELP SERVICES,"$1,400,000.00 ",12/15/2015,12/14/2025
19N15024D0002,Department of State,AMERICAN CONSULATE LAGOS,MISCELLANEOUS FOREIGN AWARDEES,561510 - TRAVEL AGENCIES,"$1,399,212.90 ",12/15/2023,12/25/2025
36C24621D0029,Department of Veterans Affairs,246-NETWORK CONTRACTING OFFICE 6 (36C246),GOVERNMENT SCIENTIFIC SOURCE INC,334516 - ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,"$1,388,614.50 ",1/1/2021,12/31/2025
75H70621A00010,Department of Health and Human Services,GREAT PLAINS AREA INDIAN HEALTH SVC,"BECKMAN COULTER, INC",334516 - ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,"$1,386,231.08 ",9/7/2021,12/31/2025
SPRDL121D0020,Department of Defense,DLA LAND WARREN,WS DARLEY & CO,333991 - POWER-DRIVEN HANDTOOL MANUFACTURING,"$1,359,720.00 ",12/21/2020,12/31/2025
W58D2M21D0002,Department of Defense,0414 AQ HQ     CONTRACT AUG,COMPASS GROUP ITALIA S.P.A.,722310 - FOOD SERVICE CONTRACTORS,"$1,351,771.84 ",1/30/2021,12/31/2025
SP800022D0001,Department of Defense,DCSO COLUMBUS DIVISION #3,5N PLUS SEMICONDUCTORS LLC,334413 - SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING,"$1,322,358.40 ",4/1/2022,12/29/2025
36C24622D0031,Department of Veterans Affairs,246-NETWORK CONTRACTING OFFICE 6 (36C246),RAS ENTERPRISES LLC,325120 - INDUSTRIAL GAS MANUFACTURING,"$1,299,854.93 ",1/1/2022,12/31/2025
W9127S21D0007,Department of Defense,W076 ENDIST LITTLE ROCK,"TWIN LAKES CLEANING, INC",561720 - JANITORIAL SERVICES,"$1,270,176.00 ",2/19/2021,12/31/2025
SPE7MX25D0015,Department of Defense,DLA LAND AND MARITIME,"WOMACK MACHINE SUPPLY CO., LLC",332996 - FABRICATED PIPE AND PIPE FITTING MANUFACTURING,"$1,250,803.36 ",12/16/2024,12/15/2025
36C24E21D0004,Department of Veterans Affairs,RPO EAST (36C24E),THE MEDICAL UNIVERSITY OF SOUTH CAROLINA,541380 - TESTING LABORATORIES AND SERVICES,"$1,250,000.00 ",12/15/2020,12/13/2025
36C25221D0024,Department of Veterans Affairs,252-NETWORK CONTRACT OFFICE 12 (36C252),"PETNET SOLUTIONS, INC.",325412 - PHARMACEUTICAL PREPARATION MANUFACTURING,"$1,226,112.00 ",1/1/2021,12/31/2025
W911WN23D3004,Department of Defense,W072 ENDIST PITTSBURGH,"DYNAMIC SYSTEMS, INC",561730 - LANDSCAPING SERVICES,"$1,206,489.41 ",1/5/2023,12/31/2025
36C26323D0084,Department of Veterans Affairs,NETWORK CONTRACT OFFICE 23 (36C263),BENEDICTINE LIVING COMMUNITIES INC,623110 - NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),"$1,200,000.00 ",4/1/2023,12/31/2025
W91QVN21D0003,Department of Defense,0411 AQ HQ     CONTRACT AUG,SMART SERVICE CONSTRUCTION,488991 - PACKING AND CRATING,"$1,198,687.48 ",11/9/2020,12/31/2025
W52P1J21D3000,Department of Defense,W6QK ACC-RI,SERVICE TOOL & PLASTICS INC,326199 - ALL OTHER PLASTICS PRODUCT MANUFACTURING,"$1,191,543.05 ",1/11/2021,12/16/2025
36F79721D0050,Department of Veterans Affairs,NAC FEDERAL SUPPLY SCHEDULE (36F797),"CDX DIAGNOSTICS, INC.",621511 - MEDICAL LABORATORIES,"$1,182,533.00 ",12/15/2020,12/14/2025
693JF724D000007,Department of Transportation,693JF7 DOT  MARITIME ADMINISTRATION,VIGOR MARINE LLC,488390 - OTHER SUPPORT ACTIVITIES FOR WATER TRANSPORTATION,"$1,176,435.00 ",6/20/2024,12/19/2025
19FR6321D0001,Department of State,U.S. EMBASSY PARIS,VALUE +,541214 - PAYROLL SERVICES,"$1,175,236.42 ",1/1/2021,12/31/2025
19SZ3521D0004,Department of State,AMERICAN EMBASSY GENEVA,ALLIANZ SUISSE VERSICHERUNGS-GESELLSCHAFT AG,524210 - INSURANCE AGENCIES AND BROKERAGES,"$1,167,860.00 ",1/1/2021,12/31/2025
36C78625D50333,Department of Veterans Affairs,NATIONAL CEMETERY ADMIN (36C786),THE SEVERSON GROUP LLC,561730 - LANDSCAPING SERVICES,"$1,162,901.62 ",6/1/2025,12/31/2025
N6833521D0050,Department of Defense,DCMA MID-ATLANTIC,D. GILLETTE INDUSTRIAL SERVICE'S INC,332710 - MACHINE SHOPS,"$1,133,347.92 ",12/22/2020,12/15/2025
SPE4A621D0056,Department of Defense,DLA AVIATION,"ACE ELECTRONICS DEFENSE SYSTEMS, LLC",334419 - OTHER ELECTRONIC COMPONENT MANUFACTURING,"$1,128,489.98 ",12/23/2020,12/22/2025
36C25920D0030,Department of Veterans Affairs,NETWORK CONTRACT OFFICE 19 (36C259),COMMUNITY HOSPITAL OF ANACONDA,623110 - NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),"$1,125,000.00 ",1/1/2020,12/31/2025
36C25220D0056,Department of Veterans Affairs,252-NETWORK CONTRACT OFFICE 12 (36C252),"NEIE MEDICAL WASTE SERVICES, LLC",562211 - HAZARDOUS WASTE TREATMENT AND DISPOSAL,"$1,122,367.14 ",7/1/2020,12/31/2025
SPE60521D4002,Department of Defense,DLA ENERGY,PAR HAWAII REFINING LLC,324110 - PETROLEUM REFINERIES,"$1,103,527.30 ",7/1/2021,12/31/2025
6973GH21D00011,Department of Transportation,6973GH FRANCHISE ACQUISITION SVCS,FLIGHTSAFETY INTERNATIONAL INC,611519 - OTHER TECHNICAL AND TRADE SCHOOLS,"$1,092,840.00 ",12/18/2020,12/31/2025
FA852421D0004,Department of Defense,FA8524  AFSC PZAAA,THE KEYW CORPORATION,811219 - OTHER ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE,"$1,065,026.00 ",12/22/2020,12/21/2025
W912CN21D0004,Department of Defense,0413 AQ HQ     RCO-HI,RELIANT TRUCKING INCORPORATED,484210 - USED HOUSEHOLD AND OFFICE GOODS MOVING,"$1,044,452.00 ",12/22/2020,12/31/2025
36C25820D0045,Department of Veterans Affairs,262-NETWORK CONTRACT OFFICE 22 (36C262),"SURGICAL CELL SERVICES, P.L.C.",622110 - GENERAL MEDICAL AND SURGICAL HOSPITALS,"$1,036,718.88 ",7/1/2020,12/31/2025
6973GH21D00007,Department of Transportation,6973GH FRANCHISE ACQUISITION SVCS,ROLLS-ROYCE DEUTSCHLAND LTD & CO KG,488190 - OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION,"$1,030,594.00 ",1/19/2021,12/31/2025
FA811921D0003,Department of Defense,FA8119  AFSC PZABC,"ASSOCIATED AIRCRAFT MANUFACTURING & SALES, INC.",336413 - OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,"$1,025,925.18 ",12/31/2020,12/30/2025
19UG5025D0002,Department of State,U.S. EMBASSY KAMPALA,JUBILEE HEALTH INSURANCE COMPANY OF UGANDA LIMITED,524114 - DIRECT HEALTH AND MEDICAL INSURANCE CARRIERS,"$1,002,640.00 ",12/26/2024,12/26/2025
75N90021A00017,Department of Health and Human Services,NATIONAL INSTITUTES OF HEALTH - CC,PRESS GANEY ASSOCIATES LLC,541611 - ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,"$1,000,000.00 ",1/1/2021,12/31/2025
36C26322D0027,Department of Veterans Affairs,NETWORK CONTRACT OFFICE 23 (36C263),THE EVANGELICAL LUTHERAN GOOD SAMARITAN SOCIETY,623110 - NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),"$1,000,000.00 ",2/1/2022,12/31/2025
FA448421A0018,Department of Defense,FA4484  87 CONS PK,HAMILTON COMMONS ASSOCIATES LP,721110 - HOTELS (EXCEPT CASINO HOTELS) AND MOTELS,"$1,000,000.00 ",12/14/2020,12/13/2025
36C26323D0062,Department of Veterans Affairs,NETWORK CONTRACT OFFICE 23 (36C263),HILL TOP HOME OF COMFORT INC,623110 - NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),"$1,000,000.00 ",2/1/2023,12/31/2025
75N98021A00105,Department of Health and Human Services,NATIONAL INSTITUTES OF HEALTH OLAO,CS&M ASSOCIATES,721110 - HOTELS (EXCEPT CASINO HOTELS) AND MOTELS,"$1,000,000.00 ",9/27/2021,12/31/2025
75N98023A00037,Department of Health and Human Services,NATIONAL INSTITUTES OF HEALTH OLAO,BCORE 2201 M ST NW TRS LLC,721110 - HOTELS (EXCEPT CASINO HOTELS) AND MOTELS,"$1,000,000.00 ",7/25/2023,12/31/2025
75N98022A00017,Department of Health and Human Services,NATIONAL INSTITUTES OF HEALTH OLAO,CDC SAN FRANCISCO LLC,721110 - HOTELS (EXCEPT CASINO HOTELS) AND MOTELS,"$1,000,000.00 ",12/16/2021,12/31/2025
75N98021A00099,Department of Health and Human Services,NATIONAL INSTITUTES OF HEALTH OLAO,"OMTC LAND UNIT 9, LLC",721110 - HOTELS (EXCEPT CASINO HOTELS) AND MOTELS,"$1,000,000.00 ",9/20/2021,12/31/2025
FA448421A0019,Department of Defense,FA4484  87 CONS PK,KUSER & 130 ASSOCIATES LIMITED LIABILITY COMPANY,721110 - HOTELS (EXCEPT CASINO HOTELS) AND MOTELS,"$1,000,000.00 ",12/14/2020,12/13/2025
