Business name,Capabilities narrative,Capabilities statement link,Active SBA certifications,Contact person's name,Contact person's email,Address line 1,Address line 2,City,State,Zipcode,Primary NAICS code,All NAICS codes,“Small” NAICS codes
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/ZGYUL1G5USG3/57X60"", ""CHEROKEE NATION ARMORED SOLUTIONS, LLC"" )","Cherokee Nation Armored Solutions provides responsive, value added technical expertise and high quality products to the U.S. Armed Forces, Federal Government, Industry, and other satisfied customers by providing streamlined and cost effective, engineering, programmatic, logistics  and systems integration products and services. Our people and their commitment to get results by operating responsibly, executing with excellence, applying innovative technologies and capturing new opportunities for growth drive our success.",,8(a),JENNYLYNN GATES,jennylynn.gates@cherokee-federal.com,2 W 2ND ST STE 1500-35,,TULSA,Oklahoma,74103,541330,"236220, 332322, 332439, 332710, 332721, 332722, 332999, 334419, 336411, 336413, 488190, 493110, 541330, 541611, 541614, 541618, 541690, 541715, 561110, 561210, 561499, 561990, 811310","236220, 332322, 332439, 332710, 332721, 332722, 332999, 334419, 336411, 336413, 488190, 493110, 541330, 541611, 541614, 541618, 541690, 541715, 561110, 561210, 561499, 561990, 811310"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/NWN9J9WBSEU5/7SQD1"", ""SES ENERGY SERVICES LLC"" )","SES Energy provides fueling systems D-B construction and repair, particularly DoD military base fueling facilities. The company has diversified, now providing wildlife/natural resource management, environmental investigation, remediation services.",,8(a),JOHN MORRISON,dmorrison@bbch-llc.com,111 W 16TH AVE STE 415,,ANCHORAGE,Alaska,99501,237120,"213112, 221114, 236210, 236220, 237110, 237120, 237310, 237990, 238210, 238220, 238290, 238320, 238990, 541330, 541340, 541620, 541690, 541990, 561210, 561621, 561730, 562910","213112, 221114, 236210, 236220, 237110, 237120, 237310, 237990, 238210, 238220, 238290, 238320, 238990, 541330, 541620, 541690, 541990, 561210, 561621, 562910"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/GKNAX87LFK71/7AN73"", ""MIA GENERAL CONTRACTING LLC"" )","Established in September 2014, Mia is a 100% Native American Woman-Owned Small Business offering turn-key, design-build construction services. We are dedicated to providing the highest quality service through proven processes, technologies, & our commitment to individualized service to our current & future clients. Our primary focus is on performing multi-disciplined construction, design-build, and professional services on projects for the U.S. Government. CONSTRUCTION - New Construction, Maintenance, Repair & Alternations, Renovations & Historic Restoration, Municipal & Underground Utilities, Mechanical Construction, Highway, Street & Bridge Construction. DESIGN & DESIGN/BUILD -Designs for A&E services, Constructability / Design Analysis, Design Development. CONSTRUCTION MANAGEMENT - Management and design quality control for a broad range of construction, maintenance, repair, alternation & roof replacement work.",https://mia-gc.com/services/,"8(a), WOSB, EDWOSB",BRANDY DODD,brandy@mia-gc.com,4221A HIGHWAY 90,,MILTON,Florida,32571,236220,"236118, 236210, 236220, 237110, 237310, 237990, 238110, 238140, 238160, 238170, 238190, 238210, 238220, 238290, 238310, 238320, 238910, 238990, 314110, 332312, 332911, 332999, 333241, 333415, 333912, 333923, 335999, 337127, 488190, 517111, 541310, 541330, 541620, 561210, 561720, 561730, 561790, 562910, 562991, 713990, 721211, 811310, 811412","236118, 236210, 236220, 237110, 237310, 237990, 238110, 238140, 238160, 238170, 238190, 238210, 238220, 238290, 238310, 238320, 238910, 238990, 314110, 332312, 332911, 332999, 333241, 333415, 333912, 333923, 335999, 337127, 488190, 517111, 541310, 541330, 541620, 561210, 561720, 561730, 561790, 562910, 562991, 713990, 721211, 811310, 811412"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/F8HJH75CYKW1/8S3M5"", ""NEWA ENTERPRISES, INC."" )","Construction, Design Build, Renovation, Drywall, Framing, Roofing, Cabinetry, Occupied Spaces, Insulation, HVAC, Electrical, Plumbing, Demolition, Finish Carpentry, Site Preparation, Architectural, Facilities Support, barracks, barracks style, multifamily, tenant improvement, LITHC by the USA gov/USDSRD",https://newaei.com,8(a),BRAD ALBONE,office@newaei.com,7281 DUMOSA AVE,,YUCCA VALLEY,California,92284,236118,"115310, 212319, 236115, 236116, 236117, 236118, 236210, 236220, 237110, 237120, 237130, 237310, 237990, 238110, 238120, 238130, 238140, 238150, 238160, 238170, 238190, 238210, 238220, 238290, 238310, 238320, 238330, 238340, 238350, 238390, 238910, 238990, 332312, 332812, 334111, 335312, 335999, 337214, 339920, 423210, 484210, 485510, 532111, 532210, 532284, 532412, 532420, 532490, 541310, 541330, 541410, 541620, 561210, 561621, 561720, 561730, 561740, 561790, 561990, 562111","115310, 212319, 236115, 236116, 236117, 236118, 236210, 236220, 237110, 237120, 237130, 237310, 237990, 238110, 238120, 238130, 238140, 238150, 238160, 238170, 238190, 238210, 238220, 238290, 238310, 238320, 238330, 238340, 238350, 238390, 238910, 238990, 332312, 332812, 334111, 335312, 335999, 337214, 339920, 423210, 484210, 485510, 532111, 532210, 532284, 532412, 532420, 532490, 541310, 541330, 541410, 541620, 561210, 561621, 561720, 561730, 561740, 561790, 561990, 562111"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/MKJJZS7UC8R9/7PB68"", ""KIRA FACILITIES MAINTENANCE LLC"" )","We are Tribally owned small business providing customers comprehensive services in construction and base operations. We offer a broad range of construction and operation needs, environmental consulting and management and services according to quality environmental standards. Refuse and emergency debris removal, disaster waste collection services, site planning, risk evaluation, permitting, and support for the management of environmental plans, cultural resource management, and incident investigation.",,"8(a), HUBZone",RICHARD RINEHART,rinehart@thtbc.com,20700 44TH AVE W STE 2207B,,LYNNWOOD,Washington,98036,541620,"221330, 236210, 236220, 237310, 237990, 238160, 238910, 517810, 541330, 541611, 541620, 561210, 561730, 562111, 562119, 562212, 562213, 562910, 624230","221330, 236210, 236220, 237310, 237990, 238160, 238910, 517810, 541330, 541611, 541620, 561210, 561730, 562111, 562119, 562212, 562213, 562910, 624230"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/JUEMP299KDV4/7NV00"", ""PCI AVIATION LLC"" )","PCI Aviation LLC. (PCIA) is an SBA 8a Certified, Small Disadvantage Business, owned and operated by The Poarch Creek Indians a Federally Recognized Tribe. PCIA has extensive capabilities in the Aerospace Industry which includes Aircraft Maintenance, Modifications and Repair; Prototyping, Integration, Obsolescence Management,  Upgrade Concept Definitions, along with Engineering Services and Rapid Response abilities; Manufacturing to include Mechanical and Electrical Products;  Supply Chain Management including Procurement, Kitting, Warehousing; Logistical Support Services.",,8(a),TERRY SMITH,tsmith@pciaviation.com,3022 HIGHWAY 21,,ATMORE,Alabama,36502,336411,"332510, 332912, 332999, 333924, 334413, 334419, 334515, 334519, 335999, 336411, 336413, 488119, 488190, 541330, 541511, 541512, 541513, 541519, 541611, 541614, 541618, 541690, 541990, 561320, 561990, 811310","332510, 332912, 332999, 333924, 334413, 334419, 334515, 334519, 335999, 336411, 336413, 488119, 488190, 541330, 541511, 541512, 541513, 541519, 541611, 541614, 541618, 541690, 541990, 561320, 561990"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/MLUWG1YC2A74/85W39"", ""KATMAI INTEGRATED SOLUTIONS, LLC"" )","KIS provides engineering and maintenance services for the DoD with an emphasis on weapon systems and weapon-based training aids, devices, simulators, and simulations. We offer Contractor Logistics Support (CLS) and Contractor Operations and Maintenance Services (COMS), to include custom engineering and fabrication; simulator upgrade and replacement; form, fit, and functional equipment replacement; computer system replacement and software re-host; system installation and platform integration; preventative and corrective maintenance; obsolescence management; instructor/operator training; preventive and corrective maintenance; inventory management; and supply support.",,8(a),TERESA DERRICKSON,TDerrickson@katmaicorp.com,34 KELLEY WAY,,BRILLIANT,Ohio,43913,541330,"236210, 236220, 237130, 238210, 325412, 334111, 334516, 339112, 339113, 423450, 424210, 493110, 541330, 541511, 541512, 541513, 541519, 541611, 541612, 541614, 541618, 541620, 541690, 541715, 541990, 561110, 561210, 561320, 561422, 561499, 561720, 611512, 611699, 611710, 621111, 621399, 621511","236210, 236220, 237130, 325412, 334111, 334516, 339112, 339113, 423450, 424210, 493110, 541330, 541511, 541512, 541513, 541519, 541612, 541715, 561210, 561320, 611512, 621511"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/R74EXX36UNE4/6NBV5"", ""CLEAR CLOUD SOLUTIONS INC."" )","Clear Cloud Solutions designs and implements cyber-hardened physical security solutions to protect organizations and their critical assets, and support operational missions. Our extensive experience includes embedded support and complex security programs conducted in operational and highly secure environments for Federal, Government, Tribal, and Utility clients. Clear Cloud operates as a Security Systems Integrator and a licensed contractor. Founded in 2012, Clear Cloud is an Indian Small Business Economic Enterprise, Native American Owned, and SBA Certified 8(a) Small Business. Access Control, Card Readers, Video Cameras, Surveillance, Security Integrator, CCTV, Surveillance Systems, Cybersecurity Compliance Assessments, Card Access Control Systems, Gun Shot Detection Systems, Security Monitoring, FICAM, PACS, Security Cameras Installation, Low Voltage, Shot Detection, Intrusion Detection, Thermal Imaging, Security Assessments, Critical Infrastructure Protection, Perimeter Detection",,8(a),DAREN MASTEN,ccs@clearcloud.net,1221 E 8TH ST,,UPLAND,California,91786,561621,"221310, 236220, 237110, 238210, 238220, 238910, 334111, 334112, 334210, 334220, 334290, 334512, 423610, 513210, 517810, 518210, 541330, 541512, 541519, 541690, 561621","221310, 236220, 237110, 238210, 238220, 238910, 334111, 334112, 334210, 334220, 334290, 334512, 423610, 513210, 517810, 518210, 541330, 541512, 541519, 541690, 561621"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/V515C9MZAKW5/7AZB7"", ""HIGH WATER MARK LLC"" )","Centralized in water resources, post-fire flood disasters, flooding events, mitigation, rehabilitation, and remediation. Recovery planning concerns through community (tribe, state, government) collaboration; FEMA, USACE, NMDHSE, and NM pueblos. High Water Mark’s focal point is for the protection of both cultural and natural resources in the client’s communities.",,"8(a), WOSB, EDWOSB",PHOEBE SUINA,phoebesuina@high-watermark.com,282 S CAMINO DEL PUEBLO STE 1E,,BERNALILLO,New Mexico,87004,541620,"238910, 541611, 541620, 541690, 541990, 561410, 562910","238910, 541611, 541620, 541690, 541990, 561410, 562910"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/JXKQPBEAZN67/8BC69"", ""ONEIDA ENGINEERING SOLUTIONS LLC"" )",,,8(a),CYNTHIA SHAW,cshaw@oescgroup.com,2555 PACKERLAND DR,,GREEN BAY,Wisconsin,54313,541330,"541310, 541320, 541330, 541340, 541350, 541360, 541370, 541611, 541620, 562910","541310, 541320, 541330, 541340, 541350, 541360, 541370, 541611, 541620, 562910"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/C9MLARB81DU3/7VMX1"", ""KIRA AEROSPACE LLC"" )","We are Tribally Owned small business and we provide first-rate providing aircraft service, manufacturing. To further enhance our services, we seek out and establish partnerships with companies that have established themselves as some of the best in their respective fields.",https://thtbc.com/,"8(a), HUBZone",RICHARD RINEHART,rinehart@thtbc.com,1150 ACADEMY PARK LOOP STE 230-Q1,,COLORADO SPRINGS,Colorado,80910,336415,"332992, 332993, 332994, 334118, 334511, 336411, 336413, 336415, 541330, 541715, 561210, 611512","332992, 332993, 332994, 334118, 334511, 336411, 336413, 336415, 541330, 541715, 561210, 611512"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/GLD5UTNXVJD4/80S57"", ""M&J LANDSCAPING MANAGEMENT, LLC"" )","M&J Landscaping Management, has been in business since 2017. With 30 years of experience in landscaping and lawn care service, M&J Landscaping Management covers all of your needs. With the ability to handle any size job, from tree removal to irrigation systems. Well experienced professionals that work with M&J to ensure your job is done right, on time and at an affordable price.",,"8(a), VOSB, SDVOSB",CHARLES MACK,mjlawncare602@gmail.com,4930 W GLENDALE AVE STE 2,,GLENDALE,Arizona,85301,561730,"115112, 561720, 561730, 711130, 711320, 721199","115112, 561720, 561730, 711130, 711320, 721199"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/GJG6MFLG9B88/87CD0"", ""FIRE CREEK SERVICES COMPANY"" )","Fire Creek Services Company (FCSC), a certified 8(a) and SDB, provides professional staffing and healthcare support to federal agencies. As the economic arm of the Winnebago Tribe of Nebraska, FCSC offers over 30 years of combined experience through a tribal network. We deliver cleared, credentialed staff for clinical, technical, and programmatic roles, supporting CONUS/OCONUS operations with scalable medical staffing, surge support, and healthcare program compliance",https://www.allnativegroup.com/wp-content/uploads/2025/09/ANG-Fire-Creek-Services-Company.pdf,8(a),JANICE DEARMAN,jdearman@allnativegroup.com,818 ST AUGUSTINES DR,,WINNEBAGO,Nebraska,68071,541511,"334111, 334210, 334290, 334310, 334419, 334512, 335999, 336110, 336419, 339999, 423430, 423690, 493110, 493190, 517111, 517112, 517810, 518210, 541330, 541370, 541420, 541430, 541511, 541512, 541513, 541519, 541611, 541612, 541614, 541618, 541620, 541690, 541713, 541714, 541715, 541990, 561110, 561210, 561320, 561499, 561621, 561920, 561990, 611420, 611430, 711310, 722310","334111, 334210, 334290, 334310, 334419, 334512, 335999, 336110, 336419, 339999, 423430, 423690, 493110, 493190, 517111, 517112, 517810, 518210, 541330, 541370, 541420, 541430, 541511, 541512, 541513, 541519, 541611, 541612, 541614, 541618, 541620, 541690, 541713, 541714, 541715, 541990, 561110, 561210, 561320, 561499, 561621, 561920, 561990, 611420, 611430, 711310, 722310"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/KYNNE53LWS99/7ZH98"", ""EAGLE HARBOR, LLC"" )","DATA PROCESSING, HOSTING, AND RELATED SERVICES",,8(a),BOB JONES,rjones@shearwaterllc.com,2702 DENALI ST STE 100,,ANCHORAGE,Alaska,99503,518210,"221310, 488190, 493110, 518210, 541199, 541330, 541360, 541370, 541380, 541511, 541512, 541513, 541519, 541611, 541612, 541613, 541614, 541618, 541620, 541690, 541810, 541820, 541830, 541840, 541850, 541860, 541870, 541890, 541910, 541990, 561110, 561210, 561320, 561611, 811490",
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/WBN4N84LLDK1/7EL50"", ""SMNC PROPERTIES LLC"" )","SMNC Properties LLC provides an array of construction and facility maintenance services to federal, local, and state government as well as commercial contractors.  We offer capability and experience in General Contracting Services, construction management, project management, facilities maintenance and support, property management and maintenance services, environmental remediation, land clearing, site preparations, civil construction, LED lighting retrofitting and new installation, and equipment and property leasing,  Our qualified team of experts will work with you to find innovative solutions to any project you may have. SMNC Properties, LLC is an 8(a)-certified, HubZone Certified, and Alaska Native Corporation firm.",,8(a),ALEXANDRO CETINA,acetina@stmnc.net,100 YUPIK RD,,SAINT MARYS,Alaska,99658,236220,"236116, 236210, 236220, 237110, 237310, 237990, 238110, 238120, 238130, 238160, 238170, 238190, 238210, 238220, 238310, 238320, 238330, 238350, 238910, 238990, 561210, 561720, 562111, 562910, 611630","236116, 236210, 236220, 237110, 237310, 237990, 238110, 238120, 238130, 238160, 238170, 238190, 238210, 238220, 238310, 238320, 238330, 238350, 238910, 238990, 561210, 561720, 562111, 562910, 611630"
